,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
0,Mohammad Hafeez,4.0,8,1,14,2.0,24.0,DEC,Eden Gardens,20 April 2008
1,Ishant Sharma,4.0,9,2,14,2.25,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008
2,Brett Lee,4.0,9,1,17,2.25,24.0,MI,IS Bindra Stadium,25 April 2008
3,Shaun Pollock,4.0,9,1,17,2.25,24.0,CSK,Wankhede Stadium,14 May 2008
4,Dominic Thornely,3.0,7,2,12,2.33,9.0,KKR,Wankhede Stadium,16 May 2008
5,Sourav Ganguly,3.0,7,1,10,2.33,18.0,RCB,Eden Gardens,08 May 2008
6,Sohail Tanvir,4.0,10,3,18,2.5,8.0,RCB,Sawai Mansingh Stadium,17 May 2008
7,Irfan Pathan,4.0,10,1,17,2.5,24.0,RR,IS Bindra Stadium,28 May 2008
8,Siddharth Trivedi,3.0,8,1,10,2.66,18.0,DEC,Sawai Mansingh Stadium,09 May 2008
9,Manpreet Gony,4.0,11,2,13,2.75,12.0,RCB,Chidambaram,21 May 2008
10,MF Maharoof,4.0,11,2,10,2.75,12.0,RR,Arun Jaitley Stadium,19 April 2008
11,Shaun Pollock,4.0,12,3,17,3.0,8.0,KKR,Wankhede Stadium,16 May 2008
12,Chaminda Vaas,3.0,9,2,11,3.0,9.0,KKR,Eden Gardens,20 April 2008
13,Ishant Sharma,3.0,9,1,12,3.0,18.0,DEC,Eden Gardens,20 April 2008
14,Ashok Dinda,4.0,12,1,15,3.0,24.0,MI,Eden Gardens,29 April 2008
15,Yusuf Pathan,3.0,9,0,10,3.0,0.0,MI,Sawai Mansingh Stadium,26 May 2008
16,Muttiah Muralitharan,4.0,12,0,14,3.0,0.0,KKR,Chidambaram,26 April 2008
17,Glenn McGrath,4.0,12,0,16,3.0,0.0,RR,Sawai Mansingh Stadium,11 May 2008
18,Shane Watson,2.0,6,0,7,3.0,0.0,RCB,Sawai Mansingh Stadium,17 May 2008
19,MF Maharoof,4.0,13,2,11,3.25,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008
20,Shane Watson,3.0,10,3,12,3.33,6.0,DC,Wankhede Stadium,30 May 2008
21,Sohail Tanvir,4.0,14,6,16,3.5,4.0,CSK,Sawai Mansingh Stadium,04 May 2008
22,Sohail Tanvir,4.0,14,4,15,3.5,6.0,MI,Sawai Mansingh Stadium,26 May 2008
23,Sanath Jayasuriya,4.0,14,3,14,3.5,8.0,KKR,Eden Gardens,29 April 2008
24,Anil Kumble,4.0,14,3,13,3.5,8.0,CSK,Chidambaram,21 May 2008
25,Manpreet Gony,4.0,14,2,16,3.5,12.0,PBKS,Wankhede Stadium,31 May 2008
26,Ashok Dinda,2.0,7,1,7,3.5,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008
27,Dale Steyn,4.0,14,1,17,3.5,24.0,MI,M. Chinnaswamy Stadium,28 May 2008
28,Shoaib Akhtar,3.0,11,4,12,3.66,4.5,DC,Eden Gardens,13 May 2008
29,Glenn McGrath,4.0,15,2,16,3.75,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008
30,RP Singh,4.0,15,2,14,3.75,12.0,MI,DY Patil Stadium,27 April 2008
31,Vikram Singh,4.0,15,1,10,3.75,24.0,RCB,IS Bindra Stadium,12 May 2008
32,Jacques Kallis,4.0,15,0,13,3.75,0.0,CSK,Chidambaram,21 May 2008
33,Irfan Pathan,3.2,13,1,14,3.9,20.0,RCB,M. Chinnaswamy Stadium,05 May 2008
34,Shanthakumaran Sreesanth,4.0,16,2,17,4.0,12.0,RCB,M. Chinnaswamy Stadium,05 May 2008
35,Munaf Patel,4.0,16,2,12,4.0,12.0,CSK,Sawai Mansingh Stadium,04 May 2008
36,Piyush Chawla,4.0,16,2,15,4.0,12.0,MI,IS Bindra Stadium,25 April 2008
37,RP Singh,3.0,12,2,10,4.0,9.0,CSK,Chidambaram,06 May 2008
38,Shaun Pollock,4.0,16,2,15,4.0,12.0,DC,DY Patil Stadium,04 May 2008
39,Dale Steyn,4.0,16,0,14,4.0,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2008
40,Sanath Jayasuriya,2.0,8,0,5,4.0,0.0,RR,Sawai Mansingh Stadium,26 May 2008
41,Sohail Tanvir,3.1,13,0,13,4.1,0.0,MI,DY Patil Stadium,07 May 2008
42,Amit Mishra,4.0,17,5,11,4.25,4.8,DEC,Arun Jaitley Stadium,15 May 2008
43,Munaf Patel,4.0,17,3,16,4.25,8.0,DC,Wankhede Stadium,30 May 2008
44,Zaheer Khan,4.0,17,2,13,4.25,12.0,MI,Wankhede Stadium,20 April 2008
45,Rajat Bhatia,4.0,17,2,12,4.25,12.0,RR,Arun Jaitley Stadium,19 April 2008
46,Shaun Pollock,4.0,17,0,10,4.25,0.0,RCB,Wankhede Stadium,20 April 2008
47,Manpreet Gony,4.0,17,0,13,4.25,0.0,KKR,Eden Gardens,18 May 2008
48,Ashish Nehra,3.0,13,3,12,4.33,6.0,RR,DY Patil Stadium,07 May 2008
49,Dwayne Bravo,3.0,13,2,12,4.33,9.0,KKR,Wankhede Stadium,16 May 2008
50,Amit Mishra,3.0,13,0,7,4.33,0.0,KKR,Eden Gardens,13 May 2008
51,Dilhara Fernando,4.0,18,4,16,4.5,6.0,RCB,M. Chinnaswamy Stadium,28 May 2008
52,Pragyan Ojha,4.0,18,2,11,4.5,12.0,KKR,Eden Gardens,20 April 2008
53,Anil Kumble,4.0,18,2,12,4.5,12.0,DC,M. Chinnaswamy Stadium,19 May 2008
54,Irfan Pathan,4.0,18,2,15,4.5,12.0,KKR,IS Bindra Stadium,03 May 2008
55,Manpreet Gony,4.0,18,1,14,4.5,24.0,MI,Chidambaram,23 April 2008
56,Yusuf Pathan,2.0,9,0,6,4.5,0.0,CSK,Sawai Mansingh Stadium,04 May 2008
57,Lakshmipathy Balaji,2.0,9,0,9,4.5,0.0,MI,Wankhede Stadium,14 May 2008
58,Murali Kartik,3.4,17,3,14,4.63,7.33,DEC,Eden Gardens,20 April 2008
59,Shaun Pollock,3.0,14,1,10,4.66,18.0,PBKS,Wankhede Stadium,21 May 2008
60,Jacques Kallis,3.0,14,0,5,4.66,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2008
61,Shane Warne,4.0,19,3,11,4.75,8.0,PBKS,Sawai Mansingh Stadium,21 April 2008
62,Dale Steyn,4.0,19,2,12,4.75,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
63,Mohammad Asif,4.0,19,2,16,4.75,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
64,Irfan Pathan,4.0,19,2,15,4.75,12.0,MI,IS Bindra Stadium,25 April 2008
65,Daniel Vettori,4.0,19,1,8,4.75,24.0,RCB,Arun Jaitley Stadium,30 April 2008
66,Muttiah Muralitharan,4.0,19,1,12,4.75,24.0,PBKS,Wankhede Stadium,31 May 2008
67,Shane Watson,4.0,19,1,17,4.75,24.0,CSK,Sawai Mansingh Stadium,04 May 2008
68,Muttiah Muralitharan,4.0,19,1,11,4.75,24.0,RCB,Chidambaram,21 May 2008
69,Scott Styris,4.0,19,0,14,4.75,0.0,KKR,Eden Gardens,20 April 2008
70,Shane Warne,4.0,20,2,9,5.0,12.0,DEC,Sawai Mansingh Stadium,09 May 2008
71,Shane Watson,4.0,20,2,15,5.0,12.0,RCB,M. Chinnaswamy Stadium,26 April 2008
72,Muttiah Muralitharan,4.0,20,1,13,5.0,24.0,RR,Sawai Mansingh Stadium,04 May 2008
73,Manpreet Gony,3.0,15,1,9,5.0,18.0,DEC,Chidambaram,06 May 2008
74,RP Singh,3.0,15,1,9,5.0,18.0,KKR,Eden Gardens,20 April 2008
75,Ramesh Powar,4.0,20,1,12,5.0,24.0,DEC,IS Bindra Stadium,23 May 2008
76,RP Singh,3.0,15,0,9,5.0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
77,Ashok Dinda,2.0,10,0,5,5.0,0.0,CSK,Eden Gardens,18 May 2008
78,Dhawal Kulkarni,3.0,15,0,7,5.0,0.0,KKR,Eden Gardens,29 April 2008
79,Shahid Afridi,2.0,10,0,5,5.0,0.0,RR,Sawai Mansingh Stadium,09 May 2008
80,Vinay Kumar,3.0,15,0,8,5.0,0.0,KKR,Eden Gardens,08 May 2008
81,Dale Steyn,4.0,20,0,13,5.0,0.0,DEC,M. Chinnaswamy Stadium,03 May 2008
82,Sunil Joshi,2.0,10,0,5,5.0,0.0,MI,Wankhede Stadium,20 April 2008
83,Dwayne Bravo,2.2,12,2,6,5.14,7.0,RR,DY Patil Stadium,07 May 2008
84,Makhaya Ntini,4.0,21,4,14,5.25,6.0,KKR,Eden Gardens,18 May 2008
85,Shane Watson,4.0,21,2,11,5.25,12.0,DC,Sawai Mansingh Stadium,11 May 2008
86,Shane Warne,4.0,21,2,11,5.25,12.0,DC,Wankhede Stadium,30 May 2008
87,Munaf Patel,4.0,21,2,12,5.25,12.0,RCB,Sawai Mansingh Stadium,17 May 2008
88,Sourav Ganguly,4.0,21,2,11,5.25,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008
89,Glenn McGrath,4.0,21,1,11,5.25,24.0,CSK,Chidambaram,02 May 2008
90,Irfan Pathan,4.0,21,1,11,5.25,24.0,RR,Sawai Mansingh Stadium,21 April 2008
91,Glenn McGrath,4.0,21,1,16,5.25,24.0,RR,Arun Jaitley Stadium,19 April 2008
92,Pradeep Sangwan,4.0,21,1,9,5.25,24.0,MI,DY Patil Stadium,04 May 2008
93,Manpreet Gony,4.0,21,1,12,5.25,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
94,Makhaya Ntini,4.0,21,0,11,5.25,0.0,RR,DY Patil Stadium,01 June 2008
95,Scott Styris,3.0,16,0,6,5.33,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
96,Yusuf Pathan,4.0,22,3,10,5.5,8.0,CSK,DY Patil Stadium,01 June 2008
97,Praveen Kumar,4.0,22,2,13,5.5,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2008
98,Munaf Patel,4.0,22,2,14,5.5,12.0,KKR,Eden Gardens,20 May 2008
99,Vinay Kumar,2.0,11,1,6,5.5,12.0,PBKS,IS Bindra Stadium,12 May 2008
100,Muttiah Muralitharan,4.0,22,1,8,5.5,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
101,Pragyan Ojha,4.0,22,1,10,5.5,24.0,CSK,Chidambaram,06 May 2008
102,MF Maharoof,4.0,22,1,13,5.5,24.0,RR,Sawai Mansingh Stadium,11 May 2008
103,Piyush Chawla,4.0,22,1,13,5.5,24.0,MI,Wankhede Stadium,21 May 2008
104,Yuvraj Singh,2.0,11,1,5,5.5,12.0,DC,IS Bindra Stadium,27 April 2008
105,Glenn McGrath,4.0,22,0,15,5.5,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
106,Anil Kumble,4.0,22,0,10,5.5,0.0,RR,M. Chinnaswamy Stadium,26 April 2008
107,Glenn McGrath,4.0,22,0,8,5.5,0.0,KKR,Eden Gardens,13 May 2008
108,Praveen Kumar,2.4,15,0,6,5.62,0.0,PBKS,IS Bindra Stadium,12 May 2008
109,Balachandra Akhil,3.0,17,2,6,5.66,9.0,MI,Wankhede Stadium,20 April 2008
110,Paidikalva Vijaykumar,3.0,17,1,11,5.66,18.0,CSK,Chidambaram,06 May 2008
111,Makhaya Ntini,3.0,17,0,9,5.66,0.0,RR,Sawai Mansingh Stadium,04 May 2008
112,Ashish Nehra,3.0,17,0,11,5.66,0.0,KKR,Wankhede Stadium,16 May 2008
113,Umar Gul,4.0,23,4,13,5.75,6.0,PBKS,Eden Gardens,25 May 2008
114,Shane Warne,4.0,23,3,9,5.75,8.0,RCB,Sawai Mansingh Stadium,17 May 2008
115,Praveen Kumar,4.0,23,3,11,5.75,8.0,DEC,M. Chinnaswamy Stadium,03 May 2008
116,Shahid Afridi,4.0,23,2,9,5.75,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
117,Makhaya Ntini,4.0,23,2,14,5.75,12.0,PBKS,Wankhede Stadium,31 May 2008
118,Shane Warne,4.0,23,1,14,5.75,24.0,RCB,M. Chinnaswamy Stadium,26 April 2008
119,Ajit Agarkar,4.0,23,1,13,5.75,24.0,MI,Eden Gardens,29 April 2008
120,Shahid Afridi,4.0,23,1,6,5.75,24.0,RCB,M. Chinnaswamy Stadium,03 May 2008
121,Yo Mahesh,4.0,23,1,9,5.75,24.0,PBKS,IS Bindra Stadium,27 April 2008
122,Irfan Pathan,4.0,23,1,9,5.75,24.0,RCB,IS Bindra Stadium,12 May 2008
123,Glenn McGrath,4.0,23,0,8,5.75,0.0,CSK,Arun Jaitley Stadium,08 May 2008
124,Pragyan Ojha,4.0,23,0,8,5.75,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
125,Shaun Pollock,4.0,23,0,9,5.75,0.0,RCB,M. Chinnaswamy Stadium,28 May 2008
126,Sourav Ganguly,4.0,23,0,8,5.75,0.0,DC,Eden Gardens,13 May 2008
127,Lakshmipathy Balaji,4.0,24,5,12,6.0,4.8,PBKS,Chidambaram,10 May 2008
128,Dwayne Bravo,4.0,24,3,12,6.0,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
129,Zaheer Khan,4.0,24,2,9,6.0,12.0,DEC,M. Chinnaswamy Stadium,03 May 2008
130,Yuvraj Singh,2.0,12,2,5,6.0,6.0,MI,Wankhede Stadium,21 May 2008
131,Irfan Pathan,4.0,24,1,13,6.0,24.0,CSK,Wankhede Stadium,31 May 2008
132,Abhishek Nayar,3.0,18,1,8,6.0,18.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
133,Ajantha Mendis,4.0,24,1,9,6.0,24.0,PBKS,Eden Gardens,25 May 2008
134,RP Singh,4.0,24,1,13,6.0,24.0,RR,Sawai Mansingh Stadium,09 May 2008
135,Zaheer Khan,4.0,24,1,14,6.0,24.0,RR,M. Chinnaswamy Stadium,26 April 2008
136,Makhaya Ntini,4.0,24,1,12,6.0,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
137,Muttiah Muralitharan,4.0,24,1,11,6.0,24.0,DEC,Chidambaram,06 May 2008
138,Ashok Dinda,3.0,18,1,9,6.0,18.0,DEC,Eden Gardens,20 April 2008
139,Paidikalva Vijaykumar,4.0,24,1,11,6.0,24.0,DC,Arun Jaitley Stadium,15 May 2008
140,Praveen Kumar,4.0,24,0,7,6.0,0.0,DC,Arun Jaitley Stadium,30 April 2008
141,Paidikalva Vijaykumar,3.0,18,0,8,6.0,0.0,RCB,M. Chinnaswamy Stadium,03 May 2008
142,Venugopal Rao,4.0,24,0,10,6.0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
143,Ashish Nehra,3.0,18,0,10,6.0,0.0,RR,Sawai Mansingh Stadium,26 May 2008
144,Munaf Patel,4.0,24,0,8,6.0,0.0,DC,Sawai Mansingh Stadium,11 May 2008
145,Ishant Sharma,3.0,18,0,6,6.0,0.0,DC,Eden Gardens,13 May 2008
146,Piyush Chawla,4.0,25,3,12,6.25,8.0,RCB,M. Chinnaswamy Stadium,05 May 2008
147,Ashish Nehra,4.0,25,3,10,6.25,8.0,DC,DY Patil Stadium,04 May 2008
148,Ajit Agarkar,4.0,25,3,15,6.25,8.0,RCB,M. Chinnaswamy Stadium,18 April 2008
149,Albie Morkel,4.0,25,2,9,6.25,12.0,RR,DY Patil Stadium,01 June 2008
150,Anil Kumble,3.1,5,5,13,1.57,3.8,RR,Newlands,18 April 2009
151,Muttiah Muralitharan,4.0,8,2,16,2.0,12.0,PBKS,Kingsmead,20 May 2009
152,Amit Singh,4.0,9,3,15,2.25,8.0,PBKS,Kingsmead,05 May 2009
153,Harbhajan Singh,4.0,9,1,15,2.25,24.0,PBKS,Supersport Park,12 May 2009
154,Praveen Kumar,3.0,7,2,15,2.33,9.0,RR,Newlands,18 April 2009
155,Muttiah Muralitharan,4.0,11,3,16,2.75,8.0,RCB,St George's Park,20 April 2009
156,Rohit Sharma,2.0,6,4,6,3.0,3.0,MI,Supersport Park,06 May 2009
157,Anil Kumble,4.0,12,2,14,3.0,12.0,CSK,Kingsmead,14 May 2009
158,Lasith Malinga,4.0,12,2,12,3.0,12.0,PBKS,Kingsmead,29 April 2009
159,Murali Kartik,4.0,12,1,14,3.0,24.0,DEC,New Wanderers Stadium,16 May 2009
160,Ashok Dinda,4.0,12,0,17,3.0,0.0,RR,Kingsmead,20 May 2009
161,Dale Steyn,2.0,6,0,9,3.0,0.0,RR,Newlands,18 April 2009
162,Dhawal Kulkarni,3.0,9,0,9,3.0,0.0,DC,Buffalo Park,08 May 2009
163,Yuvraj Singh,4.0,13,3,15,3.25,8.0,DEC,New Wanderers Stadium,17 May 2009
164,Albie Morkel,4.0,13,2,16,3.25,12.0,RCB,Kingsmead,14 May 2009
165,Ravichandran Ashwin,4.0,13,2,11,3.25,12.0,PBKS,Kingsmead,20 May 2009
166,Amit Mishra,4.0,14,3,15,3.5,8.0,KKR,New Wanderers Stadium,10 May 2009
167,Pragyan Ojha,4.0,14,2,13,3.5,12.0,KKR,Newlands,19 April 2009
168,Munaf Patel,4.0,14,2,19,3.5,12.0,KKR,Kingsmead,20 May 2009
169,Tirumalasetti Suman,4.0,14,2,11,3.5,12.0,MI,Supersport Park,06 May 2009
170,Munaf Patel,4.0,14,2,14,3.5,12.0,DC,Supersport Park,28 April 2009
171,Jesse Ryder,4.0,14,2,14,3.5,12.0,RR,Newlands,18 April 2009
172,Muttiah Muralitharan,3.0,11,2,11,3.66,9.0,DEC,Buffalo Park,04 May 2009
173,Andrew Flintoff,3.0,11,1,10,3.66,18.0,RCB,St George's Park,20 April 2009
174,Charl Langeveldt,4.0,15,3,16,3.75,8.0,RR,Kingsmead,20 May 2009
175,Ravindra Jadeja,4.0,15,3,10,3.75,8.0,RCB,Supersport Park,07 May 2009
176,Lasith Malinga,4.0,15,3,13,3.75,8.0,CSK,Newlands,18 April 2009
177,Brett Lee,4.0,15,3,17,3.75,8.0,DC,OUTsurance Oval,15 May 2009
178,Harbhajan Singh,4.0,15,2,10,3.75,12.0,RCB,St George's Park,10 May 2009
179,Ishant Sharma,4.0,15,2,14,3.75,12.0,RCB,Kingsmead,29 April 2009
180,Kamran Khan,4.0,15,2,14,3.75,12.0,PBKS,Newlands,26 April 2009
181,JP Duminy,4.0,15,2,13,3.75,12.0,PBKS,Supersport Park,12 May 2009
182,Ishant Sharma,4.0,15,2,14,3.75,12.0,RCB,Kingsmead,29 April 2009
183,Ajit Agarkar,4.0,15,2,15,3.75,12.0,RR,Kingsmead,20 May 2009
184,JP Duminy,4.0,15,1,11,3.75,24.0,DC,Buffalo Park,08 May 2009
185,Andrew Symonds,4.0,15,1,10,3.75,24.0,RCB,Supersport Park,21 May 2009
186,Muttiah Muralitharan,4.0,15,1,13,3.75,24.0,RCB,New Wanderers Stadium,23 May 2009
187,Anil Kumble,4.0,16,4,12,4.0,6.0,DEC,New Wanderers Stadium,24 May 2009
188,Rohit Sharma,3.0,12,3,6,4.0,6.0,RR,De Beers Diamond Oval,11 May 2009
189,Anil Kumble,4.0,16,2,12,4.0,12.0,KKR,Kingsmead,29 April 2009
190,RP Singh,4.0,16,1,11,4.0,24.0,RCB,New Wanderers Stadium,24 May 2009
191,Venugopal Rao,2.0,8,1,4,4.0,12.0,PBKS,New Wanderers Stadium,17 May 2009
192,Wilkin Mota,2.0,8,1,4,4.0,12.0,CSK,Kingsmead,20 May 2009
193,Muttiah Muralitharan,4.0,16,1,15,4.0,24.0,KKR,Supersport Park,18 May 2009
194,Brett Lee,4.0,16,0,14,4.0,0.0,CSK,Kingsmead,20 May 2009
195,Ramesh Powar,2.0,8,0,6,4.0,0.0,KKR,St George's Park,03 May 2009
196,Sudeep Tyagi,2.0,8,0,7,4.0,0.0,RR,Supersport Park,30 April 2009
197,Piyush Chawla,2.0,8,0,6,4.0,0.0,KKR,Kingsmead,21 April 2009
198,Suresh Raina,2.0,8,0,2,4.0,0.0,PBKS,Supersport Park,07 May 2009
199,Irfan Pathan,3.2,14,0,10,4.2,0.0,MI,Supersport Park,12 May 2009
200,Harbhajan Singh,4.0,17,4,12,4.25,6.0,DC,Supersport Park,21 May 2009
201,Suresh Raina,4.0,17,2,11,4.25,12.0,PBKS,Kingsmead,20 May 2009
202,RP Singh,4.0,17,2,13,4.25,12.0,RCB,Newlands,22 April 2009
203,Muttiah Muralitharan,4.0,17,1,11,4.25,24.0,DEC,Kingsmead,27 April 2009
204,Jacques Kallis,4.0,17,1,11,4.25,24.0,DC,New Wanderers Stadium,19 May 2009
205,Abhishek Nayar,3.0,13,3,8,4.33,6.0,KKR,St George's Park,27 April 2009
206,Lakshmipathy Balaji,3.0,13,1,6,4.33,18.0,RR,De Beers Diamond Oval,09 May 2009
207,Ishant Sharma,3.0,13,0,13,4.33,0.0,DEC,Newlands,19 April 2009
208,Ishant Sharma,3.0,13,0,13,4.33,0.0,DEC,Newlands,19 April 2009
209,Kamran Khan,4.0,18,3,10,4.5,8.0,KKR,Newlands,23 April 2009
210,Balachandra Akhil,4.0,18,2,8,4.5,12.0,DEC,Supersport Park,21 May 2009
211,Suresh Raina,4.0,18,2,10,4.5,12.0,DEC,Kingsmead,27 April 2009
212,RP Singh,4.0,18,2,15,4.5,12.0,RR,St George's Park,02 May 2009
213,Shane Warne,4.0,18,2,14,4.5,12.0,RCB,Newlands,18 April 2009
214,Jacques Kallis,4.0,18,2,12,4.5,12.0,CSK,Kingsmead,14 May 2009
215,Sudeep Tyagi,2.0,9,1,9,4.5,12.0,DEC,Buffalo Park,04 May 2009
216,Amit Mishra,4.0,18,0,14,4.5,0.0,KKR,Kingsmead,05 May 2009
217,Yuvraj Singh,2.0,9,0,6,4.5,0.0,RR,Newlands,26 April 2009
218,JP Duminy,2.0,9,0,3,4.5,0.0,CSK,St George's Park,16 May 2009
219,Murali Kartik,4.0,18,0,8,4.5,0.0,DC,Kingsmead,05 May 2009
220,Manpreet Gony,2.0,9,0,6,4.5,0.0,PBKS,Kingsmead,20 May 2009
221,Kevin Pietersen,3.0,14,1,7,4.66,18.0,CSK,St George's Park,20 April 2009
222,Zaheer Khan,3.0,14,1,10,4.66,18.0,KKR,St George's Park,27 April 2009
223,Lasith Malinga,2.2,11,3,9,4.71,4.66,KKR,St George's Park,27 April 2009
224,Amit Singh,4.0,19,4,14,4.75,6.0,RCB,Supersport Park,07 May 2009
225,Amit Mishra,4.0,19,3,13,4.75,8.0,DEC,Supersport Park,22 May 2009
226,Lakshmipathy Balaji,4.0,19,3,12,4.75,8.0,DC,Kingsmead,23 April 2009
227,Lasith Malinga,4.0,19,3,16,4.75,8.0,DEC,Kingsmead,25 April 2009
228,Siddharth Trivedi,4.0,19,2,10,4.75,12.0,MI,Kingsmead,14 May 2009
229,Chaminda Vaas,4.0,19,2,14,4.75,12.0,RR,De Beers Diamond Oval,11 May 2009
230,Ajantha Mendis,4.0,19,2,9,4.75,12.0,RR,Newlands,23 April 2009
231,Irfan Pathan,4.0,19,2,14,4.75,12.0,RCB,Kingsmead,01 May 2009
232,Yusuf Abdulla,4.0,19,2,15,4.75,12.0,MI,Kingsmead,29 April 2009
233,Johan Botha,4.0,19,2,13,4.75,12.0,KKR,Kingsmead,20 May 2009
234,RP Singh,4.0,19,2,13,4.75,12.0,MI,Supersport Park,06 May 2009
235,Amit Mishra,4.0,19,1,9,4.75,24.0,RCB,St George's Park,26 April 2009
236,Ramesh Powar,4.0,19,1,9,4.75,24.0,CSK,Kingsmead,20 May 2009
237,Lasith Malinga,4.0,19,1,13,4.75,24.0,CSK,St George's Park,16 May 2009
238,Anil Kumble,4.0,19,1,7,4.75,24.0,PBKS,Kingsmead,24 April 2009
239,Zaheer Khan,4.0,19,1,8,4.75,24.0,PBKS,Kingsmead,29 April 2009
240,Yusuf Pathan,4.0,19,1,15,4.75,24.0,DEC,St George's Park,02 May 2009
241,Piyush Chawla,4.0,19,1,11,4.75,24.0,RCB,Kingsmead,24 April 2009
242,Muttiah Muralitharan,4.0,19,0,12,4.75,0.0,MI,St George's Park,16 May 2009
243,Vikram Singh,4.0,19,0,9,4.75,0.0,RR,Newlands,26 April 2009
244,Dimitri Mascarenhas,4.0,20,3,15,5.0,8.0,RCB,Newlands,18 April 2009
245,Shoaib Ahmed,4.0,20,2,14,5.0,12.0,DC,Supersport Park,30 April 2009
246,Ryan Harris,4.0,20,2,12,5.0,12.0,KKR,New Wanderers Stadium,16 May 2009
247,Shanthakumaran Sreesanth,4.0,20,2,14,5.0,12.0,DC,OUTsurance Oval,15 May 2009
248,Irfan Pathan,4.0,20,2,10,5.0,12.0,MI,Kingsmead,29 April 2009
249,Jacques Kallis,4.0,20,1,12,5.0,24.0,RR,Supersport Park,07 May 2009
250,Andrew Symonds,2.0,10,1,8,5.0,12.0,PBKS,New Wanderers Stadium,17 May 2009
251,Harbhajan Singh,3.0,15,1,7,5.0,18.0,CSK,Newlands,18 April 2009
252,Siddharth Trivedi,4.0,20,1,13,5.0,24.0,PBKS,Kingsmead,05 May 2009
253,Praveen Kumar,3.0,15,0,10,5.0,0.0,MI,New Wanderers Stadium,03 May 2009
254,Amit Mishra,4.0,20,0,12,5.0,0.0,MI,Buffalo Park,08 May 2009
255,Ramesh Powar,2.0,10,0,2,5.0,0.0,RR,Newlands,26 April 2009
256,Murali Kartik,4.0,20,0,9,5.0,0.0,DC,New Wanderers Stadium,10 May 2009
257,Harmeet Singh Bansal,3.0,15,0,7,5.0,0.0,DC,Supersport Park,22 May 2009
258,Sudeep Tyagi,2.0,10,0,6,5.0,0.0,PBKS,Supersport Park,07 May 2009
259,Shanthakumaran Sreesanth,2.0,10,0,8,5.0,0.0,DEC,New Wanderers Stadium,17 May 2009
260,KP Appanna,2.0,10,0,4,5.0,0.0,PBKS,Kingsmead,01 May 2009
261,Laxmi Ratan Shukla,4.0,20,0,13,5.0,0.0,RR,Kingsmead,20 May 2009
262,Piyush Chawla,4.0,20,0,11,5.0,0.0,DEC,New Wanderers Stadium,17 May 2009
263,Chris Gayle,4.0,20,0,7,5.0,0.0,RR,Newlands,23 April 2009
264,Tyron Henderson,2.0,10,0,5,5.0,0.0,KKR,Kingsmead,20 May 2009
265,Morne Morkel,4.0,20,0,12,5.0,0.0,RCB,Supersport Park,07 May 2009
266,Pragyan Ojha,4.0,21,3,10,5.25,8.0,MI,Kingsmead,25 April 2009
267,Yusuf Abdulla,4.0,21,3,14,5.25,8.0,RR,Newlands,26 April 2009
268,Albie Morkel,4.0,21,2,10,5.25,12.0,RR,Supersport Park,30 April 2009
269,Dhawal Kulkarni,4.0,21,1,13,5.25,24.0,DEC,Supersport Park,06 May 2009
270,Harbhajan Singh,4.0,21,1,9,5.25,24.0,DC,Buffalo Park,08 May 2009
271,Ajantha Mendis,4.0,21,1,9,5.25,24.0,RCB,Supersport Park,12 May 2009
272,Chris Gayle,4.0,21,1,9,5.25,24.0,MI,Buffalo Park,01 May 2009
273,Dwayne Bravo,3.0,16,1,9,5.33,18.0,DEC,Supersport Park,06 May 2009
274,Piyush Chawla,3.0,16,0,10,5.33,0.0,DC,OUTsurance Oval,15 May 2009
275,Amit Singh,3.3,19,1,11,5.42,21.0,KKR,Kingsmead,20 May 2009
276,Shadab Jakati,4.0,22,4,10,5.5,6.0,DEC,Buffalo Park,04 May 2009
277,Yuvraj Singh,4.0,22,3,13,5.5,8.0,RCB,Kingsmead,01 May 2009
278,Ramesh Powar,2.0,11,2,7,5.5,6.0,DEC,New Wanderers Stadium,17 May 2009
