,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1379,Imran Tahir,4.0,18,3,0,12,8.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1380,Pawan Negi,4.0,18,1,0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
1381,Karn Sharma,4.0,18,0,0,12,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1382,Umesh Yadav,4.0,21,2,0,12,12.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1383,Yuzvendra Chahal,4.0,21,2,0,12,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1384,Shane Watson,4.0,21,1,0,12,24.0,DC,M. Chinnaswamy Stadium,08 April 2017
1385,Nathan Coulter-Nile,4.0,22,3,0,12,8.0,DC,Arun Jaitley Stadium,17 April 2017
1386,Axar Patel,4.0,22,2,0,12,12.0,DC,IS Bindra Stadium,30 April 2017
1387,Sunil Narine,4.0,22,1,0,12,24.0,MI,Wankhede Stadium,09 April 2017
1388,Kuldeep Yadav,4.0,23,1,0,12,24.0,SRH,Eden Gardens,15 April 2017
1389,Mitchell McClenaghan,4.0,24,2,0,12,12.0,GL,Wankhede Stadium,16 April 2017
1390,Jaydev Unadkat,4.0,25,2,0,12,12.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1391,Mohammed Siraj,4.0,26,2,0,12,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1392,Billy Stanlake,4.0,29,2,0,12,12.0,DC,M. Chinnaswamy Stadium,08 April 2017
1393,Jaydev Unadkat,4.0,30,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1394,Trent Boult,4.0,30,2,0,12,12.0,MI,Eden Gardens,13 May 2017
1395,Kagiso Rabada,4.0,30,1,0,12,24.0,MI,Wankhede Stadium,22 April 2017
1396,Imran Tahir,4.0,32,1,0,12,24.0,MI,Wankhede Stadium,24 April 2017
1397,Umesh Yadav,4.0,36,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017
1398,Yuzvendra Chahal,4.0,39,1,0,12,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017
1399,Karn Sharma,4.0,16,4,0,11,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017
1400,Shane Watson,4.0,16,1,0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017
1401,Ben Stokes,4.0,18,3,0,11,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1402,Rashid Khan,4.0,19,3,0,11,8.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1403,Rashid Khan,4.0,19,1,0,11,24.0,MI,Wankhede Stadium,12 April 2017
1404,Bhuvneshwar Kumar,4.0,20,3,0,11,8.0,KKR,Eden Gardens,15 April 2017
1405,Mitchell McClenaghan,4.0,20,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1406,Chris Woakes,4.0,20,2,0,11,12.0,PBKS,IS Bindra Stadium,09 May 2017
1407,Umesh Yadav,3.0,15,1,0,11,18.0,RCB,Eden Gardens,23 April 2017
1408,Bhuvneshwar Kumar,4.0,21,3,0,11,8.0,MI,Wankhede Stadium,12 April 2017
1409,Varun Aaron,4.0,21,2,0,11,12.0,RCB,Holkar Cricket Stadium,10 April 2017
1410,Jasprit Bumrah,4.0,21,2,0,11,12.0,DC,Wankhede Stadium,22 April 2017
1411,Lasith Malinga,4.0,21,0,0,11,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1412,Rashid Khan,4.0,22,1,0,11,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1413,Harbhajan Singh,4.0,23,1,0,11,24.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1414,Avesh Khan,4.0,23,1,0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017
1415,Harbhajan Singh,4.0,23,0,0,11,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1416,Mitchell McClenaghan,4.0,24,3,0,11,8.0,DC,Wankhede Stadium,22 April 2017
1417,Imran Tahir,4.0,24,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1418,Siddarth Kaul,4.0,26,2,0,11,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1419,Jayant Yadav,4.0,26,0,0,11,0.0,SRH,Arun Jaitley Stadium,02 May 2017
1420,Bhuvneshwar Kumar,4.0,27,2,0,11,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1421,Nathan Coulter-Nile,3.0,21,3,0,11,6.0,RCB,Eden Gardens,23 April 2017
1422,Kagiso Rabada,4.0,28,2,0,11,12.0,GL,Arun Jaitley Stadium,04 May 2017
1423,Shahbaz Nadeem,3.0,21,1,0,11,18.0,RPS,Arun Jaitley Stadium,12 May 2017
1424,Mohammad Nabi,4.0,28,1,0,11,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1425,Ben Stokes,4.0,30,3,0,11,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1426,Mitchell Johnson,4.0,30,1,0,11,24.0,KKR,Eden Gardens,13 May 2017
1427,Basil Thampi,4.0,31,1,0,11,24.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017
1428,Pat Cummins,4.0,31,1,0,11,24.0,RPS,Arun Jaitley Stadium,12 May 2017
1429,Mohammad Shami,4.0,31,0,0,11,0.0,RCB,Arun Jaitley Stadium,14 May 2017
1430,Umesh Yadav,4.0,33,4,0,11,6.0,PBKS,Eden Gardens,13 April 2017
1431,Nathan Coulter-Nile,4.0,34,3,0,11,8.0,DC,Eden Gardens,28 April 2017
1432,Ashish Nehra,4.0,35,1,0,11,24.0,KKR,Eden Gardens,15 April 2017
1433,Chris Woakes,2.0,6,3,0,10,4.0,RCB,Eden Gardens,23 April 2017
1434,Amit Mishra,3.0,11,3,0,10,6.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1435,Yuzvendra Chahal,4.0,16,3,0,10,8.0,KKR,Eden Gardens,23 April 2017
1436,Andrew Tye,4.0,17,5,0,10,4.8,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1437,Rashid Khan,4.0,17,1,0,10,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1438,Sunil Narine,4.0,18,1,0,10,24.0,SRH,Eden Gardens,15 April 2017
1439,Rahul Tewatia,3.0,14,0,0,10,0.0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
1440,Jaydev Unadkat,4.0,19,2,0,10,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1441,Yuzvendra Chahal,4.0,19,1,0,10,24.0,DC,M. Chinnaswamy Stadium,08 April 2017
1442,Jaydev Unadkat,4.0,19,1,0,10,24.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1443,Nathan Coulter-Nile,4.0,20,3,0,10,8.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1444,Pawan Negi,3.0,15,2,0,10,9.0,KKR,Eden Gardens,23 April 2017
1445,Dan Christian,4.0,20,1,0,10,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1446,Sreenath Aravind,4.0,21,0,0,10,0.0,MI,M. Chinnaswamy Stadium,14 April 2017
1447,Shahbaz Nadeem,4.0,23,1,0,10,24.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1448,Umesh Yadav,4.0,23,1,0,10,24.0,RPS,Eden Gardens,03 May 2017
1449,Jaydev Unadkat,4.0,24,1,0,10,24.0,MI,Wankhede Stadium,16 May 2017
1450,Mohit Sharma,4.0,25,2,0,10,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1451,Dan Christian,4.0,25,1,0,10,24.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1452,Chris Morris,4.0,26,4,0,10,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1453,Aniket Choudhary,2.5,19,1,1,10,17.0,KKR,M. Chinnaswamy Stadium,07 May 2017
1454,Jaydev Unadkat,4.0,29,2,0,10,12.0,DC,Arun Jaitley Stadium,12 May 2017
1455,Dhawal Kulkarni,4.0,30,1,0,10,24.0,DC,Green Park,10 May 2017
1456,Karn Sharma,4.0,30,1,0,10,24.0,RPS,Wankhede Stadium,16 May 2017
1457,Umesh Yadav,4.0,30,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1458,Jasprit Bumrah,4.0,31,2,0,10,12.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1459,Tymal Mills,4.0,31,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1460,Ravindra Jadeja,4.0,31,0,0,10,0.0,DC,Green Park,10 May 2017
1461,Mohammed Siraj,4.0,32,4,0,10,6.0,GL,Green Park,13 May 2017
1462,Ben Stokes,4.0,32,0,0,10,0.0,PBKS,Holkar Cricket Stadium,08 April 2017
1463,Lasith Malinga,4.0,33,2,0,10,12.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1464,Trent Boult,4.0,33,1,0,10,24.0,SRH,Eden Gardens,15 April 2017
1465,Samuel Badree,4.0,33,1,0,10,24.0,KKR,Eden Gardens,23 April 2017
1466,Chris Morris,4.0,33,0,0,10,0.0,MI,Wankhede Stadium,22 April 2017
1467,Rashid Khan,4.0,34,3,0,10,8.0,GL,Green Park,13 May 2017
1468,Basil Thampi,4.0,34,1,0,10,24.0,RCB,M. Chinnaswamy Stadium,27 April 2017
1469,Shardul Thakur,4.0,35,3,0,10,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1470,Kuldeep Yadav,4.0,35,1,0,10,24.0,RPS,Eden Gardens,03 May 2017
1471,Adam Milne,4.0,35,0,0,10,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
1472,Mohammad Shami,4.0,36,1,0,10,24.0,GL,Green Park,10 May 2017
1473,Ben Stokes,4.0,36,1,0,10,24.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1474,Trent Boult,4.0,36,0,0,10,0.0,PBKS,Eden Gardens,13 April 2017
1475,Pradeep Sangwan,4.0,37,0,0,10,0.0,SRH,Green Park,13 May 2017
1476,Pradeep Sangwan,4.0,38,2,0,10,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
1477,Ben Cutting,3.4,35,0,0,10,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1478,Tim Southee,4.0,39,2,1,10,12.0,KKR,Eden Gardens,13 May 2017
1479,James Faulkner,4.0,39,2,0,10,12.0,DC,Green Park,10 May 2017
1480,Sandeep Sharma,4.0,41,1,0,10,24.0,DC,Arun Jaitley Stadium,15 April 2017
1481,Mitchell McClenaghan,4.0,46,2,0,10,12.0,PBKS,Holkar Cricket Stadium,20 April 2017
1482,Mohit Sharma,4.0,47,0,0,10,0.0,RCB,Holkar Cricket Stadium,10 April 2017
1483,Rashid Khan,4.0,13,1,0,18,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1484,Ankit Rajpoot,4.0,19,2,1,18,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
1485,Ankit Rajpoot,4.0,14,5,0,17,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1486,Deepak Chahar,4.0,15,3,1,17,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1487,Lungi Ngidi,4.0,10,4,1,16,6.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
1488,Rashid Khan,4.0,11,2,1,16,12.0,MI,Wankhede Stadium,24 April 2018
1489,Bhuvneshwar Kumar,4.0,17,0,1,16,0.0,CSK,Wankhede Stadium,27 May 2018
1490,Andrew Tye,4.0,16,4,0,15,6.0,MI,Wankhede Stadium,16 May 2018
1491,Billy Stanlake,4.0,21,2,0,15,12.0,KKR,Eden Gardens,14 April 2018
1492,Umesh Yadav,4.0,23,3,0,15,8.0,PBKS,Holkar Cricket Stadium,14 May 2018
1493,Ankit Rajpoot,4.0,23,2,0,15,12.0,DC,Arun Jaitley Stadium,23 April 2018
1494,Lungi Ngidi,4.0,24,1,0,15,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1495,Chris Woakes,4.0,36,3,0,15,8.0,KKR,Eden Gardens,08 April 2018
1496,Rashid Khan,4.0,11,2,0,14,12.0,CSK,Wankhede Stadium,22 May 2018
1497,Sandeep Sharma,3.0,9,1,0,14,18.0,MI,Wankhede Stadium,24 April 2018
1498,Ravindra Jadeja,4.0,13,1,0,14,24.0,SRH,Wankhede Stadium,22 May 2018
1499,Ben Stokes,4.0,15,3,1,14,8.0,KKR,Eden Gardens,15 May 2018
1500,Sandeep Sharma,4.0,15,1,0,14,24.0,RR,Sawai Mansingh Stadium,29 April 2018
1501,Jofra Archer,4.0,16,2,0,14,12.0,MI,Wankhede Stadium,13 May 2018
1502,Deepak Chahar,4.0,16,1,0,14,24.0,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
1503,Shardul Thakur,4.0,22,1,0,14,24.0,RR,Sawai Mansingh Stadium,11 May 2018
1504,Yuzvendra Chahal,4.0,23,0,0,14,0.0,MI,M. Chinnaswamy Stadium,01 May 2018
1505,Tim Southee,4.0,25,2,0,14,12.0,MI,M. Chinnaswamy Stadium,01 May 2018
1506,Sandeep Sharma,4.0,17,2,0,13,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1507,Kuldeep Yadav,4.0,18,1,0,13,24.0,RR,Eden Gardens,23 May 2018
1508,Amit Mishra,4.0,19,3,0,13,8.0,MI,Arun Jaitley Stadium,20 May 2018
1509,Hardik Pandya,4.0,19,2,0,13,12.0,KKR,Wankhede Stadium,06 May 2018
1510,Umesh Yadav,3.0,15,2,0,13,9.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1511,Jofra Archer,4.0,22,3,0,13,8.0,MI,Sawai Mansingh Stadium,22 April 2018
1512,Siddarth Kaul,4.0,23,3,0,13,8.0,MI,Wankhede Stadium,24 April 2018
1513,Umesh Yadav,4.0,23,3,0,13,8.0,PBKS,M. Chinnaswamy Stadium,13 April 2018
1514,Sandeep Sharma,4.0,25,2,0,13,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1515,Bhuvneshwar Kumar,4.0,26,3,0,13,8.0,KKR,Eden Gardens,14 April 2018
1516,Siddarth Kaul,4.0,26,2,0,13,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
1517,Umesh Yadav,4.0,27,2,0,13,12.0,KKR,Eden Gardens,08 April 2018
1518,Trent Boult,4.0,29,2,1,13,12.0,KKR,Eden Gardens,16 April 2018
1519,Mitchell McClenaghan,4.0,34,1,0,13,24.0,RCB,M. Chinnaswamy Stadium,01 May 2018
1520,Billy Stanlake,4.0,42,2,0,13,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1521,Ish Sodhi,4.0,14,1,0,12,24.0,PBKS,Sawai Mansingh Stadium,08 May 2018
1522,Krunal Pandya,3.1,12,2,0,12,9.5,KKR,Eden Gardens,09 May 2018
1523,Liam Plunkett,4.0,17,3,0,12,8.0,PBKS,Arun Jaitley Stadium,23 April 2018
1524,Bhuvneshwar Kumar,3.1,14,1,0,12,19.0,CSK,Wankhede Stadium,22 May 2018
1525,Deepak Chahar,3.0,14,1,0,12,18.0,MI,Wankhede Stadium,07 April 2018
1526,Rashid Khan,4.0,19,3,0,12,8.0,KKR,Eden Gardens,25 May 2018
1527,Mustafizur Rahman,3.4,18,1,0,12,22.0,SRH,Wankhede Stadium,24 April 2018
1528,Shreyas Gopal,4.0,20,3,0,12,8.0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
1529,Trent Boult,4.0,20,2,0,12,12.0,CSK,Arun Jaitley Stadium,18 May 2018
1530,Amit Mishra,4.0,20,2,0,12,12.0,CSK,Arun Jaitley Stadium,18 May 2018
1531,Yuzvendra Chahal,4.0,22,2,0,12,12.0,RR,M. Chinnaswamy Stadium,15 April 2018
1532,Murugan Ashwin,3.0,17,1,0,12,18.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1533,Krishnappa Gowtham,4.0,23,2,0,12,12.0,KKR,Sawai Mansingh Stadium,18 April 2018
1534,Umesh Yadav,4.0,23,1,0,12,24.0,CSK,M. Chinnaswamy Stadium,25 April 2018
1535,Hardik Pandya,4.0,24,3,0,12,8.0,CSK,Wankhede Stadium,07 April 2018
1536,David Willey,4.0,24,1,0,12,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1537,Mohammed Siraj,4.0,25,3,0,12,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1538,Umesh Yadav,4.0,25,3,1,12,8.0,RR,Sawai Mansingh Stadium,19 May 2018
1539,Mujeeb Ur Rahman,4.0,25,2,0,12,12.0,DC,Arun Jaitley Stadium,23 April 2018
1540,Jasprit Bumrah,4.0,25,0,0,12,0.0,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
1541,Dhawal Kulkarni,2.5,18,0,0,12,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1542,Lungi Ngidi,4.0,26,1,0,12,24.0,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
1543,Jaydev Unadkat,4.0,26,0,0,12,0.0,PBKS,Holkar Cricket Stadium,06 May 2018
1544,Rashid Khan,4.0,27,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,17 May 2018
1545,Jasprit Bumrah,4.0,28,2,0,12,12.0,RCB,Wankhede Stadium,17 April 2018
1546,Mitchell McClenaghan,4.0,28,0,0,12,0.0,RR,Wankhede Stadium,13 May 2018
1547,Avesh Khan,4.0,29,2,0,12,12.0,KKR,Arun Jaitley Stadium,27 April 2018
1548,Shane Watson,4.0,29,2,0,12,12.0,MI,Wankhede Stadium,07 April 2018
1549,Sunil Narine,4.0,29,1,0,12,24.0,RR,Eden Gardens,15 May 2018
1550,Mitchell Johnson,4.0,30,1,0,12,24.0,RCB,Eden Gardens,08 April 2018
1551,Deepak Chahar,4.0,30,1,0,12,24.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
1552,Mitchell McClenaghan,4.0,31,1,0,12,24.0,PBKS,Holkar Cricket Stadium,04 May 2018
1553,Deepak Chahar,4.0,31,1,0,12,24.0,SRH,Wankhede Stadium,22 May 2018
1554,Rashid Khan,4.0,31,1,0,12,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1555,Dhawal Kulkarni,4.0,32,2,0,12,12.0,MI,Sawai Mansingh Stadium,22 April 2018
1556,Dwayne Bravo,4.0,33,2,1,12,12.0,RCB,M. Chinnaswamy Stadium,25 April 2018
1557,Jofra Archer,4.0,33,2,0,12,12.0,KKR,Eden Gardens,23 May 2018
1558,Piyush Chawla,4.0,35,2,0,12,12.0,CSK,Eden Gardens,03 May 2018
1559,Billy Stanlake,4.0,38,0,0,12,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1560,Jasprit Bumrah,4.0,15,3,0,11,8.0,PBKS,Wankhede Stadium,16 May 2018
1561,Ish Sodhi,4.0,15,0,0,11,0.0,KKR,Eden Gardens,23 May 2018
1562,Colin de Grandhomme,4.0,16,1,0,11,24.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1563,Sunil Narine,4.0,17,2,0,11,12.0,SRH,Eden Gardens,14 April 2018
1564,Siddarth Kaul,4.0,17,2,0,11,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1565,Mujeeb Ur Rahman,4.0,17,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1566,Rashid Khan,4.0,19,3,0,11,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1567,Jasprit Bumrah,4.0,19,1,0,11,24.0,PBKS,Holkar Cricket Stadium,04 May 2018
1568,Kuldeep Yadav,4.0,20,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,29 April 2018
1569,Shakib Al Hasan,4.0,21,2,0,11,12.0,KKR,Eden Gardens,14 April 2018
1570,Ish Sodhi,4.0,21,1,0,11,24.0,KKR,Eden Gardens,15 May 2018
1571,Hardik Pandya,3.0,16,2,0,11,9.0,KKR,Eden Gardens,09 May 2018
1572,Harbhajan Singh,4.0,22,2,0,11,12.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1573,Shreyas Gopal,4.0,22,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,15 April 2018
1574,Barinder Sran,4.0,22,0,0,11,0.0,SRH,IS Bindra Stadium,19 April 2018
1575,Mayank Markande,4.0,23,4,0,11,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1576,Mayank Markande,4.0,23,3,0,11,8.0,CSK,Wankhede Stadium,07 April 2018
1577,Rashid Khan,4.0,23,1,0,11,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1578,Krishnappa Gowtham,3.0,18,1,0,11,18.0,PBKS,Holkar Cricket Stadium,06 May 2018
1579,Krunal Pandya,4.0,24,0,0,11,0.0,RCB,M. Chinnaswamy Stadium,01 May 2018
1580,Sandeep Sharma,4.0,24,0,0,11,0.0,DC,Arun Jaitley Stadium,10 May 2018
1581,Andrew Tye,4.0,25,2,0,11,12.0,DC,Arun Jaitley Stadium,23 April 2018
1582,Mustafizur Rahman,4.0,25,1,0,11,24.0,DC,Wankhede Stadium,14 April 2018
1583,Ben Stokes,4.0,26,2,0,11,12.0,MI,Wankhede Stadium,13 May 2018
1584,Yuzvendra Chahal,4.0,26,2,0,11,12.0,CSK,M. Chinnaswamy Stadium,25 April 2018
1585,Lungi Ngidi,4.0,26,1,1,11,24.0,SRH,Wankhede Stadium,27 May 2018
1586,Imran Tahir,4.0,26,0,0,11,0.0,KKR,Chidambaram,10 April 2018
1587,Umesh Yadav,4.0,27,1,0,11,24.0,DC,M. Chinnaswamy Stadium,21 April 2018
1588,Sunil Narine,4.0,27,1,0,11,24.0,MI,Eden Gardens,09 May 2018
1589,Avesh Khan,4.0,28,0,0,11,0.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
1590,Umesh Yadav,4.0,29,2,0,11,12.0,MI,M. Chinnaswamy Stadium,01 May 2018
1591,Mujeeb Ur Rahman,4.0,29,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,13 April 2018
1592,Mitchell McClenaghan,3.0,22,2,0,11,9.0,SRH,Wankhede Stadium,24 April 2018
1593,Ravichandran Ashwin,4.0,30,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,13 April 2018
1594,Deepak Chahar,3.0,23,1,0,11,18.0,DC,Arun Jaitley Stadium,18 May 2018
1595,Chris Jordan,4.0,31,0,0,11,0.0,PBKS,IS Bindra Stadium,19 April 2018
1596,Mitchell McClenaghan,3.0,24,1,0,11,18.0,KKR,Eden Gardens,09 May 2018
1597,Imran Tahir,4.0,34,2,0,11,12.0,PBKS,IS Bindra Stadium,15 April 2018
1598,Mohammed Siraj,4.0,34,0,0,11,0.0,MI,Wankhede Stadium,17 April 2018
1599,Trent Boult,3.5,34,1,0,11,23.0,PBKS,IS Bindra Stadium,08 April 2018
1600,Mujeeb Ur Rahman,4.0,37,2,0,11,12.0,MI,Holkar Cricket Stadium,04 May 2018
1601,Shardul Thakur,4.0,37,1,0,11,24.0,KKR,Chidambaram,10 April 2018
1602,Jofra Archer,4.0,37,0,0,11,0.0,RCB,Sawai Mansingh Stadium,19 May 2018
1603,Chris Morris,4.0,41,2,0,11,12.0,KKR,Eden Gardens,16 April 2018
1604,KM Asif,3.0,32,1,0,11,18.0,KKR,Eden Gardens,03 May 2018
1605,Bhuvneshwar Kumar,4.0,51,1,0,11,24.0,DC,Arun Jaitley Stadium,10 May 2018
1606,Shreyas Gopal,4.0,16,4,0,10,6.0,RCB,Sawai Mansingh Stadium,19 May 2018
1607,Krishnappa Gowtham,3.0,12,2,0,10,9.0,PBKS,Sawai Mansingh Stadium,08 May 2018
1608,Krishnappa Gowtham,4.0,18,2,0,10,12.0,SRH,Sawai Mansingh Stadium,29 April 2018
1609,Piyush Chawla,4.0,18,1,0,10,24.0,RR,Sawai Mansingh Stadium,18 April 2018
1610,Lungi Ngidi,3.0,14,2,0,10,9.0,DC,Arun Jaitley Stadium,18 May 2018
1611,Ravindra Jadeja,4.0,19,1,0,10,24.0,DC,Arun Jaitley Stadium,18 May 2018
1612,Mayank Markande,3.0,15,2,0,10,9.0,SRH,Wankhede Stadium,24 April 2018
1613,Krishnappa Gowtham,3.0,15,2,0,10,9.0,KKR,Eden Gardens,23 May 2018
1614,Sunil Narine,4.0,20,2,0,10,12.0,CSK,Eden Gardens,03 May 2018
1615,Piyush Chawla,4.0,20,1,0,10,24.0,SRH,Eden Gardens,14 April 2018
1616,Sandeep Sharma,4.0,20,1,0,10,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1617,Lungi Ngidi,4.0,20,1,0,10,24.0,SRH,Wankhede Stadium,22 May 2018
1618,Sandeep Lamichhane,4.0,21,1,0,10,24.0,CSK,Arun Jaitley Stadium,18 May 2018
1619,Jasprit Bumrah,3.0,17,1,0,10,18.0,KKR,Eden Gardens,09 May 2018
1620,Mohammed Siraj,3.0,17,1,0,10,18.0,PBKS,Holkar Cricket Stadium,14 May 2018
1621,Andrew Tye,4.0,23,2,0,10,12.0,SRH,IS Bindra Stadium,19 April 2018
1622,Amit Mishra,4.0,23,2,1,10,12.0,KKR,Arun Jaitley Stadium,27 April 2018
1623,Sunil Narine,4.0,23,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
1624,Harshal Patel,4.0,23,1,0,10,24.0,CSK,Arun Jaitley Stadium,18 May 2018
1625,Rahul Tewatia,3.0,18,3,0,10,6.0,KKR,Eden Gardens,16 April 2018
1626,Mustafizur Rahman,4.0,24,3,0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1627,Axar Patel,4.0,25,1,0,10,24.0,RCB,M. Chinnaswamy Stadium,13 April 2018
1628,Bhuvneshwar Kumar,4.0,25,1,0,10,24.0,PBKS,IS Bindra Stadium,19 April 2018
1629,Sandeep Lamichhane,4.0,25,1,0,10,24.0,RCB,Arun Jaitley Stadium,12 May 2018
1630,Rashid Khan,4.0,25,0,0,10,0.0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
1631,Deepak Chahar,4.0,25,0,0,10,0.0,SRH,Wankhede Stadium,27 May 2018
1632,Mitchell McClenaghan,4.0,26,2,0,10,12.0,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
1633,Deepak Chahar,4.0,20,3,0,20,8.0,KKR,Chidambaram,09 April 2019
1634,Yuzvendra Chahal,4.0,6,1,1,18,24.0,CSK,Chidambaram,23 March 2019
1635,Imran Tahir,4.0,9,3,1,18,8.0,RCB,Chidambaram,23 March 2019
1636,Varun Aaron,4.0,20,2,1,17,12.0,KKR,Eden Gardens,25 April 2019
1637,Deepak Chahar,4.0,26,3,1,17,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1638,Mohammad Nabi,4.0,11,4,0,16,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1639,Shreyas Gopal,4.0,12,3,1,16,8.0,RCB,Sawai Mansingh Stadium,02 April 2019
1640,Alzarri Joseph,3.4,12,6,1,16,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
